sAMAccountName,firstName,lastName,displayName,groups,userPrincipalName,password,ou,description
Nishit.Casperson,Nishit,Casperson,Nishit Casperson,BulkUsers,Nishit.Casperson@cloudoperations.com,Welcome130,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Magdalena.Eldridge,Magdalena,Eldridge,Magdalena Eldridge,BulkUsers,Magdalena.Eldridge@cloudoperations.com,Welcome131,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ayakannu.Skrikant,Ayakannu,Skrikant,Ayakannu Skrikant,BulkUsers,Ayakannu.Skrikant@cloudoperations.com,Welcome132,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Giri.Isaak,Giri,Isaak,Giri Isaak,BulkUsers,Giri.Isaak@cloudoperations.com,Welcome133,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Diederik.Siprelle,Diederik,Siprelle,Diederik Siprelle,BulkUsers,Diederik.Siprelle@cloudoperations.com,Welcome134,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Nathan.Monkewich,Nathan,Monkewich,Nathan Monkewich,BulkUsers,Nathan.Monkewich@cloudoperations.com,Welcome135,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zissis.Pintelas,Zissis,Pintelas,Zissis Pintelas,BulkUsers,Zissis.Pintelas@cloudoperations.com,Welcome136,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Maren.Hutton,Maren,Hutton,Maren Hutton,BulkUsers,Maren.Hutton@cloudoperations.com,Welcome137,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Perry.Shimshoni,Perry,Shimshoni,Perry Shimshoni,BulkUsers,Perry.Shimshoni@cloudoperations.com,Welcome138,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ewing.Foong,Ewing,Foong,Ewing Foong,BulkUsers,Ewing.Foong@cloudoperations.com,Welcome139,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yucel.Auria,Yucel,Auria,Yucel Auria,BulkUsers,Yucel.Auria@cloudoperations.com,Welcome140,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shahaf.Ishibashi,Shahaf,Ishibashi,Shahaf Ishibashi,BulkUsers,Shahaf.Ishibashi@cloudoperations.com,Welcome141,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tzvetan.Hettesheimer,Tzvetan,Hettesheimer,Tzvetan Hettesheimer,BulkUsers,Tzvetan.Hettesheimer@cloudoperations.com,Welcome142,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sakthirel.Bakhtari,Sakthirel,Bakhtari,Sakthirel Bakhtari,BulkUsers,Sakthirel.Bakhtari@cloudoperations.com,Welcome143,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marla.Brendel,Marla,Brendel,Marla Brendel,BulkUsers,Marla.Brendel@cloudoperations.com,Welcome144,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Akemi.Esposito,Akemi,Esposito,Akemi Esposito,BulkUsers,Akemi.Esposito@cloudoperations.com,Welcome145,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Chenyi.Syang,Chenyi,Syang,Chenyi Syang,BulkUsers,Chenyi.Syang@cloudoperations.com,Welcome146,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kazuhito.Encarnacion,Kazuhito,Encarnacion,Kazuhito Encarnacion,BulkUsers,Kazuhito.Encarnacion@cloudoperations.com,Welcome147,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Douadi.Azumi,Douadi,Azumi,Douadi Azumi,BulkUsers,Douadi.Azumi@cloudoperations.com,Welcome148,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiadong.Perry,Xiadong,Perry,Xiadong Perry,BulkUsers,Xiadong.Perry@cloudoperations.com,Welcome149,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhenbing.Perng,Zhenbing,Perng,Zhenbing Perng,BulkUsers,Zhenbing.Perng@cloudoperations.com,Welcome150,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Itzchak.Lichtner,Itzchak,Lichtner,Itzchak Lichtner,BulkUsers,Itzchak.Lichtner@cloudoperations.com,Welcome151,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jaques.Munro,Jaques,Munro,Jaques Munro,BulkUsers,Jaques.Munro@cloudoperations.com,Welcome152,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Heekeun.Majewski,Heekeun,Majewski,Heekeun Majewski,BulkUsers,Heekeun.Majewski@cloudoperations.com,Welcome153,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Abdulah.Thibadeau,Abdulah,Thibadeau,Abdulah Thibadeau,BulkUsers,Abdulah.Thibadeau@cloudoperations.com,Welcome154,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Adas.Nastansky,Adas,Nastansky,Adas Nastansky,BulkUsers,Adas.Nastansky@cloudoperations.com,Welcome155,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sumali.Fargier,Sumali,Fargier,Sumali Fargier,BulkUsers,Sumali.Fargier@cloudoperations.com,Welcome156,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Nigel.Aloisi,Nigel,Aloisi,Nigel Aloisi,BulkUsers,Nigel.Aloisi@cloudoperations.com,Welcome157,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Khedija.Mitsuhashi,Khedija,Mitsuhashi,Khedija Mitsuhashi,BulkUsers,Khedija.Mitsuhashi@cloudoperations.com,Welcome158,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Serif.Buescher,Serif,Buescher,Serif Buescher,BulkUsers,Serif.Buescher@cloudoperations.com,Welcome159,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Debatosh.Khasidashvili,Debatosh,Khasidashvili,Debatosh Khasidashvili,BulkUsers,Debatosh.Khasidashvili@cloudoperations.com,Welcome160,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Hairong.Mellouli,Hairong,Mellouli,Hairong Mellouli,BulkUsers,Hairong.Mellouli@cloudoperations.com,Welcome161,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Florina.Eugenio,Florina,Eugenio,Florina Eugenio,BulkUsers,Florina.Eugenio@cloudoperations.com,Welcome162,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Karsten.Szmurlo,Karsten,Szmurlo,Karsten Szmurlo,BulkUsers,Karsten.Szmurlo@cloudoperations.com,Welcome163,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jagoda.Braunmuhl,Jagoda,Braunmuhl,Jagoda Braunmuhl,BulkUsers,Jagoda.Braunmuhl@cloudoperations.com,Welcome164,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Miyeon.Macedo,Miyeon,Macedo,Miyeon Macedo,BulkUsers,Miyeon.Macedo@cloudoperations.com,Welcome165,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Samphel.Siegrist,Samphel,Siegrist,Samphel Siegrist,BulkUsers,Samphel.Siegrist@cloudoperations.com,Welcome166,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Duangkaew.Rassart,Duangkaew,Rassart,Duangkaew Rassart,BulkUsers,Duangkaew.Rassart@cloudoperations.com,Welcome167,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Dharmaraja.Stassinopoulos,Dharmaraja,Stassinopoulos,Dharmaraja Stassinopoulos,BulkUsers,Dharmaraja.Stassinopoulos@cloudoperations.com,Welcome168,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sampalli.Snedden,Sampalli,Snedden,Sampalli Snedden,BulkUsers,Sampalli.Snedden@cloudoperations.com,Welcome169,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kasturi.Jenevein,Kasturi,Jenevein,Kasturi Jenevein,BulkUsers,Kasturi.Jenevein@cloudoperations.com,Welcome170,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Herbert.Trachtenberg,Herbert,Trachtenberg,Herbert Trachtenberg,BulkUsers,Herbert.Trachtenberg@cloudoperations.com,Welcome171,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shigeu.Matzen,Shigeu,Matzen,Shigeu Matzen,BulkUsers,Shigeu.Matzen@cloudoperations.com,Welcome172,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shrikanth.Mahmud,Shrikanth,Mahmud,Shrikanth Mahmud,BulkUsers,Shrikanth.Mahmud@cloudoperations.com,Welcome173,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Badri.Furudate,Badri,Furudate,Badri Furudate,BulkUsers,Badri.Furudate@cloudoperations.com,Welcome174,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Aleksandar.Ananiadou,Aleksandar,Ananiadou,Aleksandar Ananiadou,BulkUsers,Aleksandar.Ananiadou@cloudoperations.com,Welcome175,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Brendon.Lenart,Brendon,Lenart,Brendon Lenart,BulkUsers,Brendon.Lenart@cloudoperations.com,Welcome176,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Pragnesh.Iisaka,Pragnesh,Iisaka,Pragnesh Iisaka,BulkUsers,Pragnesh.Iisaka@cloudoperations.com,Welcome177,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Valery.Litvinov,Valery,Litvinov,Valery Litvinov,BulkUsers,Valery.Litvinov@cloudoperations.com,Welcome178,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Deniz.Duclos,Deniz,Duclos,Deniz Duclos,BulkUsers,Deniz.Duclos@cloudoperations.com,Welcome179,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shaw.Wendorf,Shaw,Wendorf,Shaw Wendorf,BulkUsers,Shaw.Wendorf@cloudoperations.com,Welcome180,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Sibyl.Nooteboom,Sibyl,Nooteboom,Sibyl Nooteboom,BulkUsers,Sibyl.Nooteboom@cloudoperations.com,Welcome181,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Moriyoshi.Merey,Moriyoshi,Merey,Moriyoshi Merey,BulkUsers,Moriyoshi.Merey@cloudoperations.com,Welcome182,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mechthild.Bonifati,Mechthild,Bonifati,Mechthild Bonifati,BulkUsers,Mechthild.Bonifati@cloudoperations.com,Welcome183,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mihalis.Lowrie,Mihalis,Lowrie,Mihalis Lowrie,BulkUsers,Mihalis.Lowrie@cloudoperations.com,Welcome184,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Duro.Sidhu,Duro,Sidhu,Duro Sidhu,BulkUsers,Duro.Sidhu@cloudoperations.com,Welcome185,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shigehito.Kropatsch,Shigehito,Kropatsch,Shigehito Kropatsch,BulkUsers,Shigehito.Kropatsch@cloudoperations.com,Welcome186,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tommaso.Narwekar,Tommaso,Narwekar,Tommaso Narwekar,BulkUsers,Tommaso.Narwekar@cloudoperations.com,Welcome187,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Christ.Muchinsky,Christ,Muchinsky,Christ Muchinsky,BulkUsers,Christ.Muchinsky@cloudoperations.com,Welcome188,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Khalid.Erva,Khalid,Erva,Khalid Erva,BulkUsers,Khalid.Erva@cloudoperations.com,Welcome189,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arve.Fairtlough,Arve,Fairtlough,Arve Fairtlough,BulkUsers,Arve.Fairtlough@cloudoperations.com,Welcome190,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zdislav.Nastansky,Zdislav,Nastansky,Zdislav Nastansky,BulkUsers,Zdislav.Nastansky@cloudoperations.com,Welcome191,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mohua.Falck,Mohua,Falck,Mohua Falck,BulkUsers,Mohua.Falck@cloudoperations.com,Welcome192,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Masaru.Cheshire,Masaru,Cheshire,Masaru Cheshire,BulkUsers,Masaru.Cheshire@cloudoperations.com,Welcome193,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Josyula.Hofmeyr,Josyula,Hofmeyr,Josyula Hofmeyr,BulkUsers,Josyula.Hofmeyr@cloudoperations.com,Welcome194,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Annemarie.Redmiles,Annemarie,Redmiles,Annemarie Redmiles,BulkUsers,Annemarie.Redmiles@cloudoperations.com,Welcome195,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marc.Hellwagner,Marc,Hellwagner,Marc Hellwagner,BulkUsers,Marc.Hellwagner@cloudoperations.com,Welcome196,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kasidit.Krzyzanowski,Kasidit,Krzyzanowski,Kasidit Krzyzanowski,BulkUsers,Kasidit.Krzyzanowski@cloudoperations.com,Welcome197,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Pranav.Furedi,Pranav,Furedi,Pranav Furedi,BulkUsers,Pranav.Furedi@cloudoperations.com,Welcome198,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kazuhisa.Ranta,Kazuhisa,Ranta,Kazuhisa Ranta,BulkUsers,Kazuhisa.Ranta@cloudoperations.com,Welcome199,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Vidya.Awdeh,Vidya,Awdeh,Vidya Awdeh,BulkUsers,Vidya.Awdeh@cloudoperations.com,Welcome200,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Idoia.Kavraki,Idoia,Kavraki,Idoia Kavraki,BulkUsers,Idoia.Kavraki@cloudoperations.com,Welcome201,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Greger.Lichtner,Greger,Lichtner,Greger Lichtner,BulkUsers,Greger.Lichtner@cloudoperations.com,Welcome202,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Steen.Escriba,Steen,Escriba,Steen Escriba,BulkUsers,Steen.Escriba@cloudoperations.com,Welcome203,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Nevio.Ritcey,Nevio,Ritcey,Nevio Ritcey,BulkUsers,Nevio.Ritcey@cloudoperations.com,Welcome204,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mabhin.Leijenhorst,Mabhin,Leijenhorst,Mabhin Leijenhorst,BulkUsers,Mabhin.Leijenhorst@cloudoperations.com,Welcome205,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Alassane.Iwayama,Alassane,Iwayama,Alassane Iwayama,BulkUsers,Alassane.Iwayama@cloudoperations.com,Welcome206,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Girolamo.Anandan,Girolamo,Anandan,Girolamo Anandan,BulkUsers,Girolamo.Anandan@cloudoperations.com,Welcome207,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiping.Klerer,Xiping,Klerer,Xiping Klerer,BulkUsers,Xiping.Klerer@cloudoperations.com,Welcome208,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yolla.Ellozy,Yolla,Ellozy,Yolla Ellozy,BulkUsers,Yolla.Ellozy@cloudoperations.com,Welcome209,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yuping.Alpin,Yuping,Alpin,Yuping Alpin,BulkUsers,Yuping.Alpin@cloudoperations.com,Welcome210,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Vishu.Strehl,Vishu,Strehl,Vishu Strehl,BulkUsers,Vishu.Strehl@cloudoperations.com,Welcome211,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Divier.Esteva,Divier,Esteva,Divier Esteva,BulkUsers,Divier.Esteva@cloudoperations.com,Welcome212,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Jackson.Kakkad,Jackson,Kakkad,Jackson Kakkad,BulkUsers,Jackson.Kakkad@cloudoperations.com,Welcome213,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tadahiko.Ciolek,Tadahiko,Ciolek,Tadahiko Ciolek,BulkUsers,Tadahiko.Ciolek@cloudoperations.com,Welcome214,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xiaobin.Duclos,Xiaobin,Duclos,Xiaobin Duclos,BulkUsers,Xiaobin.Duclos@cloudoperations.com,Welcome215,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Amstein.Ghemri,Amstein,Ghemri,Amstein Ghemri,BulkUsers,Amstein.Ghemri@cloudoperations.com,Welcome216,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yongmin.Roison,Yongmin,Roison,Yongmin Roison,BulkUsers,Yongmin.Roison@cloudoperations.com,Welcome217,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Zhenhua.Magalhaes,Zhenhua,Magalhaes,Zhenhua Magalhaes,BulkUsers,Zhenhua.Magalhaes@cloudoperations.com,Welcome218,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Genta.Kolvik,Genta,Kolvik,Genta Kolvik,BulkUsers,Genta.Kolvik@cloudoperations.com,Welcome219,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kish.Fasbender,Kish,Fasbender,Kish Fasbender,BulkUsers,Kish.Fasbender@cloudoperations.com,Welcome220,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yucai.Granlund,Yucai,Granlund,Yucai Granlund,BulkUsers,Yucai.Granlund@cloudoperations.com,Welcome221,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Tze.Nourani,Tze,Nourani,Tze Nourani,BulkUsers,Tze.Nourani@cloudoperations.com,Welcome222,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Carrsten.Schmiedel,Carrsten,Schmiedel,Carrsten Schmiedel,BulkUsers,Carrsten.Schmiedel@cloudoperations.com,Welcome223,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Leon.Trogemann,Leon,Trogemann,Leon Trogemann,BulkUsers,Leon.Trogemann@cloudoperations.com,Welcome224,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Kellie.Chinen,Kellie,Chinen,Kellie Chinen,BulkUsers,Kellie.Chinen@cloudoperations.com,Welcome225,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Xinglin.Plessier,Xinglin,Plessier,Xinglin Plessier,BulkUsers,Xinglin.Plessier@cloudoperations.com,Welcome226,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Anneli.Kaiser,Anneli,Kaiser,Anneli Kaiser,BulkUsers,Anneli.Kaiser@cloudoperations.com,Welcome227,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Karoline.Cesareni,Karoline,Cesareni,Karoline Cesareni,BulkUsers,Karoline.Cesareni@cloudoperations.com,Welcome228,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ulises.Takanami,Ulises,Takanami,Ulises Takanami,BulkUsers,Ulises.Takanami@cloudoperations.com,Welcome229,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Clyde.Vernadat,Clyde,Vernadat,Clyde Vernadat,BulkUsers,Clyde.Vernadat@cloudoperations.com,Welcome230,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Shaowen.Desikan,Shaowen,Desikan,Shaowen Desikan,BulkUsers,Shaowen.Desikan@cloudoperations.com,Welcome231,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marko.Auria,Marko,Auria,Marko Auria,BulkUsers,Marko.Auria@cloudoperations.com,Welcome232,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lein.Vendrig,Lein,Vendrig,Lein Vendrig,BulkUsers,Lein.Vendrig@cloudoperations.com,Welcome233,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Arunachalam.Bakhtari,Arunachalam,Bakhtari,Arunachalam Bakhtari,BulkUsers,Arunachalam.Bakhtari@cloudoperations.com,Welcome234,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Susanta.Roccetti,Susanta,Roccetti,Susanta Roccetti,BulkUsers,Susanta.Roccetti@cloudoperations.com,Welcome235,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Susumu.Bade,Susumu,Bade,Susumu Bade,BulkUsers,Susumu.Bade@cloudoperations.com,Welcome236,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Yannis.Mandell,Yannis,Mandell,Yannis Mandell,BulkUsers,Yannis.Mandell@cloudoperations.com,Welcome237,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Mototsugu.Gire,Mototsugu,Gire,Mototsugu Gire,BulkUsers,Mototsugu.Gire@cloudoperations.com,Welcome238,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Nikolaos.Llado,Nikolaos,Llado,Nikolaos Llado,BulkUsers,Nikolaos.Llado@cloudoperations.com,Welcome239,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Remko.Maccarone,Remko,Maccarone,Remko Maccarone,BulkUsers,Remko.Maccarone@cloudoperations.com,Welcome240,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ortrud.Murillo,Ortrud,Murillo,Ortrud Murillo,BulkUsers,Ortrud.Murillo@cloudoperations.com,Welcome241,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Lunjin.Ozeri,Lunjin,Ozeri,Lunjin Ozeri,BulkUsers,Lunjin.Ozeri@cloudoperations.com,Welcome242,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Wonhee.Pouyioutas,Wonhee,Pouyioutas,Wonhee Pouyioutas,BulkUsers,Wonhee.Pouyioutas@cloudoperations.com,Welcome243,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Foong.Flasterstein,Foong,Flasterstein,Foong Flasterstein,BulkUsers,Foong.Flasterstein@cloudoperations.com,Welcome244,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Ramalingam.Gente,Ramalingam,Gente,Ramalingam Gente,BulkUsers,Ramalingam.Gente@cloudoperations.com,Welcome245,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Basem.Teitelbaum,Basem,Teitelbaum,Basem Teitelbaum,BulkUsers,Basem.Teitelbaum@cloudoperations.com,Welcome246,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Heon.Riefers,Heon,Riefers,Heon Riefers,BulkUsers,Heon.Riefers@cloudoperations.com,Welcome247,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Frederique.Tempesti,Frederique,Tempesti,Frederique Tempesti,BulkUsers,Frederique.Tempesti@cloudoperations.com,Welcome248,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Marie.Boreale,Marie,Boreale,Marie Boreale,BulkUsers,Marie.Boreale@cloudoperations.com,Welcome249,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Serap.Etalle,Serap,Etalle,Serap Etalle,BulkUsers,Serap.Etalle@cloudoperations.com,Welcome250,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
Alair.Rosenbaum,Alair,Rosenbaum,Alair Rosenbaum,BulkUsers,Alair.Rosenbaum@cloudoperations.com,Welcome251,"OU=Users,OU=cloudoperations,DC=cloudoperations,DC=com",CMPE282 Test Users
